altered_dorian_freylehs,Beregovsk_2001_112.krn,0.47
altered_dorian_freylehs,Beregovsk_2001_112.krn,0.592857
altered_dorian_freylehs,Beregovsk_2001_112.krn,0.46
altered_dorian_freylehs,Beregovski_2001_105.krn,
altered_dorian_freylehs,Beregovski_2001_105.krn,0.37
altered_dorian_freylehs,Beregovski_2001_105.krn,0.37
altered_dorian_freylehs,Beregovski_2001_106.krn,0.52
altered_dorian_freylehs,Beregovski_2001_106.krn,0.37
altered_dorian_freylehs,Beregovski_2001_106.krn,0.37
altered_dorian_freylehs,Beregovski_2001_107.krn,0.706818
altered_dorian_freylehs,Beregovski_2001_107.krn,0.37
altered_dorian_freylehs,Beregovski_2001_107.krn,0.37
altered_dorian_freylehs,Beregovski_2001_108.krn,
altered_dorian_freylehs,Beregovski_2001_108.krn,0.37
altered_dorian_freylehs,Beregovski_2001_108.krn,0.37
altered_dorian_freylehs,Beregovski_2001_109.krn,0.568333
altered_dorian_freylehs,Beregovski_2001_109.krn,0.576667
altered_dorian_freylehs,Beregovski_2001_109.krn,0.48
altered_dorian_freylehs,Beregovski_2001_110.krn,0.525
altered_dorian_freylehs,Beregovski_2001_110.krn,0.37
altered_dorian_freylehs,Beregovski_2001_110.krn,0.37
altered_dorian_freylehs,Beregovski_2001_111.krn,0.592222
altered_dorian_freylehs,Beregovski_2001_111.krn,0.514444
altered_dorian_freylehs,Beregovski_2001_111.krn,0.579231
altered_dorian_freylehs,Beregovski_2001_113.krn,
altered_dorian_freylehs,Beregovski_2001_113.krn,
altered_dorian_freylehs,Beregovski_2001_113.krn,
altered_dorian_freylehs,Beregovski_2001_114.krn,0.711429
altered_dorian_freylehs,Beregovski_2001_114.krn,
altered_dorian_freylehs,Beregovski_2001_114.krn,
altered_dorian_freylehs,Beregovski_2001_115.krn,0.567692
altered_dorian_freylehs,Beregovski_2001_115.krn,0.478
altered_dorian_freylehs,Beregovski_2001_115.krn,0.544286
altered_dorian_freylehs,Beregovski_2001_116.krn,0.37
altered_dorian_freylehs,Beregovski_2001_116.krn,
altered_dorian_freylehs,Beregovski_2001_116.krn,0.53
altered_dorian_freylehs,Beregovski_2001_117.krn,0.400435
altered_dorian_freylehs,Beregovski_2001_117.krn,
altered_dorian_freylehs,Beregovski_2001_117.krn,0.47
altered_dorian_freylehs,Beregovski_2001_118.krn,
altered_dorian_freylehs,Beregovski_2001_118.krn,0.642727
altered_dorian_freylehs,Beregovski_2001_118.krn,0.768462
altered_dorian_freylehs,Beregovski_2001_119.krn,0.440769
altered_dorian_freylehs,Beregovski_2001_119.krn,0.699412
altered_dorian_freylehs,Beregovski_2001_119.krn,0.42
altered_dorian_freylehs,Beregovski_2001_120.krn,0.545
altered_dorian_freylehs,Beregovski_2001_120.krn,0.37
altered_dorian_freylehs,Beregovski_2001_120.krn,0.37
freygish_freylekhs,Beregovski_2001_100.krn,0.697647
freygish_freylekhs,Beregovski_2001_100.krn,0.37
freygish_freylekhs,Beregovski_2001_100.krn,0.37
freygish_freylekhs,Beregovski_2001_102.krn,
freygish_freylekhs,Beregovski_2001_102.krn,0.47
freygish_freylekhs,Beregovski_2001_102.krn,
freygish_freylekhs,Beregovski_2001_103.krn,
freygish_freylekhs,Beregovski_2001_103.krn,0.463333
freygish_freylekhs,Beregovski_2001_103.krn,
freygish_freylekhs,Beregovski_2001_104.krn,0.61
freygish_freylekhs,Beregovski_2001_104.krn,0.37
freygish_freylekhs,Beregovski_2001_104.krn,0.37
freygish_freylekhs,Beregovski_2001_86.krn,0.51
freygish_freylekhs,Beregovski_2001_86.krn,0.456667
freygish_freylekhs,Beregovski_2001_86.krn,0.42
freygish_freylekhs,Beregovski_2001_87.krn,0.434
freygish_freylekhs,Beregovski_2001_87.krn,0.46
freygish_freylekhs,Beregovski_2001_87.krn,0.451667
freygish_freylekhs,Beregovski_2001_88.krn,0.4712
freygish_freylekhs,Beregovski_2001_88.krn,0.738333
freygish_freylekhs,Beregovski_2001_88.krn,0.4575
freygish_freylekhs,Beregovski_2001_89.krn,0.47
freygish_freylekhs,Beregovski_2001_89.krn,0.46
freygish_freylekhs,Beregovski_2001_89.krn,0.498
freygish_freylekhs,Beregovski_2001_90.krn,0.491429
freygish_freylekhs,Beregovski_2001_90.krn,0.658
freygish_freylekhs,Beregovski_2001_90.krn,0.44125
freygish_freylekhs,Beregovski_2001_91.krn,
freygish_freylekhs,Beregovski_2001_91.krn,
freygish_freylekhs,Beregovski_2001_91.krn,
freygish_freylekhs,Beregovski_2001_92.krn,0.405714
freygish_freylekhs,Beregovski_2001_92.krn,0.37
freygish_freylekhs,Beregovski_2001_92.krn,0.37
freygish_freylekhs,Beregovski_2001_93.krn,0.498571
freygish_freylekhs,Beregovski_2001_93.krn,0.37
freygish_freylekhs,Beregovski_2001_93.krn,0.37
freygish_freylekhs,Beregovski_2001_94.krn,0.482857
freygish_freylekhs,Beregovski_2001_94.krn,0.37
freygish_freylekhs,Beregovski_2001_94.krn,0.37
freygish_freylekhs,Beregovski_2001_95.krn,0.592
freygish_freylekhs,Beregovski_2001_95.krn,0.37
freygish_freylekhs,Beregovski_2001_95.krn,0.37
freygish_freylekhs,Beregovski_2001_96.krn,0.575
freygish_freylekhs,Beregovski_2001_96.krn,0.37
freygish_freylekhs,Beregovski_2001_96.krn,0.37
freygish_freylekhs,Beregovski_2001_97.krn,0.579091
freygish_freylekhs,Beregovski_2001_97.krn,0.4225
freygish_freylekhs,Beregovski_2001_97.krn,0.48
freygish_freylekhs,Beregovski_2001_98.krn,0.44625
freygish_freylekhs,Beregovski_2001_98.krn,0.59375
freygish_freylekhs,Beregovski_2001_98.krn,0.453846
freygish_freylekhs,Beregovski_2001_99.krn,0.4644
freygish_freylekhs,Beregovski_2001_99.krn,
freygish_freylekhs,Beregovski_2001_99.krn,0.456667
